Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
SZA,Snooze,876,"3,100,334","1,528,690,855",1441477,24111096,225,https://www.last.fm/music/SZA/_/Snooze,https://www.last.fm/music/SZA,3.35,3 мин 21 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",3316727,546918064
Ariana Grande,7 rings,1000,"10,445,538","1,527,094,696",1576028,26760345,153,https://www.last.fm/music/Ariana+Grande/_/7+rings,https://www.last.fm/music/Ariana+Grande,2.95,2 мин 57 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
One Direction,Night Changes,1224,"5,150,464","1,524,316,151",1153269,12991482,888,https://www.last.fm/music/One+Direction/_/Night+Changes,https://www.last.fm/music/One+Direction,3.7666666666666666,3 мин 46 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3104258,296435070
Wham!,Last Christmas,504,"24,556,791","1,518,798,372",1813523,13391074,847,https://www.last.fm/music/Wham%21/_/Last+Christmas,https://www.last.fm/music/Wham%21,4.4,4 мин 24 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3046650,39068808
Taylor Swift,Anti-Hero,548,"17,390,253","1,495,696,849",1305859,33290416,67,https://www.last.fm/music/Taylor+Swift/_/Anti-Hero,https://www.last.fm/music/Taylor+Swift,3.333333333333333,3 мин 20 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Queen,Bohemian Rhapsody - Remastered 2011,1573,"2,728,139","1,487,164,093",1549283,11913164,1009,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody+-+Remastered+2011,https://www.last.fm/music/Queen,5.916666666666667,5 мин 55 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6991199,406937154
Bruno Mars,When I Was Your Man,1345,"2,663,783","1,483,424,996",1737610,16921001,580,https://www.last.fm/music/Bruno+Mars/_/When+I+Was+Your+Man,https://www.last.fm/music/Bruno+Mars,3.55,3 мин 33 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
The Goo Goo Dolls,Iris,780,"3,333,439","1,478,914,651",2091883,26654279,157,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris,https://www.last.fm/music/The+Goo+Goo+Dolls,4.816666666666666,4 мин 49 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",1840606,34813352
Bruno Mars,Just the Way You Are,1062,"2,737,304","1,473,651,323",2044486,18203222,493,https://www.last.fm/music/Bruno+Mars/_/Just+the+Way+You+Are,https://www.last.fm/music/Bruno+Mars,3.6666666666666665,3 мин 40 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
Mitski,My Love Mine All Mine,560,"4,862,101","1,427,630,260",1889917,46543258,27,https://www.last.fm/music/Mitski/_/My+Love+Mine+All+Mine,https://www.last.fm/music/Mitski,2.333333333333333,2 мин 20 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",3043525,600305252
Travis Scott,SICKO MODE,1037,"6,546,842","1,425,985,849",1428456,19052246,445,https://www.last.fm/music/Travis+Scott/_/SICKO+MODE,https://www.last.fm/music/Travis+Scott,5.2,5 мин 12 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",186496,11673244
Drake,God's Plan,717,"8,553,009","1,419,636,888",1355861,13566629,834,https://www.last.fm/music/Drake/_/God%27s+Plan,https://www.last.fm/music/Drake,3.316666666666667,3 мин 19 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
Keane,Somewhere Only We Know,1056,"1,815,360","1,404,738,697",2358278,24646205,211,https://www.last.fm/music/Keane/_/Somewhere+Only+We+Know,https://www.last.fm/music/Keane,3.933333333333333,3 мин 56 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3899094,113760167
BTS,Dynamite,780,"7,778,950","1,392,283,880",977483,148491839,6,https://www.last.fm/music/BTS/_/Dynamite,https://www.last.fm/music/BTS,3.316666666666667,3 мин 19 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
Gigi Perez,Sailor Song,442,"4,950,780","1,391,051,964",1100652,23360074,258,https://www.last.fm/music/Gigi+Perez/_/Sailor+Song,https://www.last.fm/music/Gigi+Perez,3.5166666666666666,3 мин 31 сек,singer-songwriter,"Singer-songwriter is a term that refers to performers who write, compose and sing their own material including lyrics and melodies, often providing the sole accompaniment to an entire composition or song. A number of other well-known musicians may write some of their own songs but are usually referred to as singers instead. 

In the United States, the category is built on the folk-acoustic tradition, although this role has transmuted through different eras of popular music.",1220602,40514056
