Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
bôa,Duvet,1779431,36391495,54,https://www.last.fm/music/b%C3%B4a/_/Duvet,https://www.last.fm/music/b%C3%B4a,3.3833333333333333,3 мин 23 сек,alternative rock,"Alternative rock (also called alt-rock) is a genre of rock music that refers specifically to the punk/new wave-rooted style that emerged in the 1980s and became widely popular in the early-mid 1990s. The term ""alternative"" was coined in the 1980s to describe punk rock-inspired bands on independent record labels that did not fit into the mainstream genres of the time. As a musical genre, alternative rock consists of various subgenres that have emerged from the independent music scene since the 1980s",1911479,72769137
Linkin Park,In the End,3090024,36374419,55,https://www.last.fm/music/Linkin+Park/_/In+the+End,https://www.last.fm/music/Linkin+Park,3.6,3 мин 36 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",6677126,686195766
Frank Ocean,White Ferrari,1558593,36355689,56,https://www.last.fm/music/Frank+Ocean/_/White+Ferrari,https://www.last.fm/music/Frank+Ocean,4.483333333333333,4 мин 29 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
Radiohead,All I Need,2279314,36235651,57,https://www.last.fm/music/Radiohead/_/All+I+Need,https://www.last.fm/music/Radiohead,4.666666666666667,4 мин 40 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7937435,1276525101
Gorillaz,Feel Good Inc.,3031650,35486034,58,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,https://www.last.fm/music/Gorillaz,3.683333333333333,3 мин 41 сек,alternative,"Alternative refers to artists that do not follow the mainstream sounds generally heard on the radio or in media.  The genre of Alternative includes Jangle Pop, Noise Rock, Trip-Hop, Industrial, Grunge, Shoegaze, New Wave and some of the more eclectic Punk, Post-Punk, and Hardcore Punk bands, among other genres. Most Alternative bands in this wave were largely underground although some became cult hits like Pixies, The Replacements, and The Smiths.",6590698,473946151
The Weeknd,Stargirl Interlude,1711491,34935392,59,https://www.last.fm/music/The+Weeknd/_/Stargirl+Interlude,https://www.last.fm/music/The+Weeknd,1.8833333333333333,1 мин 53 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",5050479,1031011466
TV Girl,Not Allowed,1550166,34751385,60,https://www.last.fm/music/TV+Girl/_/Not+Allowed,https://www.last.fm/music/TV+Girl,2.783333333333333,2 мин 47 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2622965,258251813
Paramore,Misery Business,2545235,34438811,61,https://www.last.fm/music/Paramore/_/Misery+Business,https://www.last.fm/music/Paramore,3.5166666666666666,3 мин 31 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",5374331,540870854
Olivia Rodrigo,good 4 u,1700760,34358854,62,https://www.last.fm/music/Olivia+Rodrigo/_/good+4+u,https://www.last.fm/music/Olivia+Rodrigo,3.433333333333333,3 мин 26 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Kanye West,Father Stretch My Hands Pt. 1,1629069,33921006,63,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1,https://www.last.fm/music/Kanye+West,2.25,2 мин 15 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",7696345,1425848929
Radiohead,Let Down,2281925,33724775,64,https://www.last.fm/music/Radiohead/_/Let+Down,https://www.last.fm/music/Radiohead,5.616666666666666,5 мин 37 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7937435,1276525101
Coldplay,Sparks,2366507,33317615,65,https://www.last.fm/music/Coldplay/_/Sparks,https://www.last.fm/music/Coldplay,3.783333333333333,3 мин 47 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",8825284,753851378
Frank Ocean,Thinkin Bout You,2065979,33296433,66,https://www.last.fm/music/Frank+Ocean/_/Thinkin+Bout+You,https://www.last.fm/music/Frank+Ocean,3.3333333333333335,3 мин 20 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
Taylor Swift,Anti-Hero,1305859,33290416,67,https://www.last.fm/music/Taylor+Swift/_/Anti-Hero,https://www.last.fm/music/Taylor+Swift,3.3333333333333335,3 мин 20 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Joji,SLOW DANCING IN THE DARK,1682637,33238323,68,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,https://www.last.fm/music/Joji,3.85,3 мин 51 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Linkin Park,Numb,2875674,33229009,69,https://www.last.fm/music/Linkin+Park/_/Numb,https://www.last.fm/music/Linkin+Park,3.566666666666667,3 мин 34 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",6677126,686195766
